"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","345","verify that delete list successfully","Setel Regression Suite","Sun Apr 13 18:09:54 GMT 2025","failed","Sun Apr 13 18:09:54 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1953","verify that create list successfully","Setel Regression Suite","Sun Apr 13 18:09:52 GMT 2025","failed","Sun Apr 13 18:09:54 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","3246","verify that create space successfully","Setel Regression Suite","Sun Apr 13 18:09:52 GMT 2025","passed","Sun Apr 13 18:09:55 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1519","verify that get space successfully","Setel Regression Suite","Sun Apr 13 18:09:56 GMT 2025","passed","Sun Apr 13 18:09:58 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","1600","get folder successfully","Setel Regression Suite","Sun Apr 13 18:09:54 GMT 2025","passed","Sun Apr 13 18:09:56 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","2519","verify that delete folder successfully","Setel Regression Suite","Sun Apr 13 18:09:52 GMT 2025","passed","Sun Apr 13 18:09:54 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","1723","verify that update space successfully","Setel Regression Suite","Sun Apr 13 18:09:58 GMT 2025","passed","Sun Apr 13 18:09:59 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","327","verify that get list successfully","Setel Regression Suite","Sun Apr 13 18:09:54 GMT 2025","failed","Sun Apr 13 18:09:55 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","932","verify that delete space successfully","Setel Regression Suite","Sun Apr 13 18:09:55 GMT 2025","passed","Sun Apr 13 18:09:56 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","335","verify that update list successfully","Setel Regression Suite","Sun Apr 13 18:09:55 GMT 2025","failed","Sun Apr 13 18:09:55 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
