"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","328","verify that update list successfully","Setel Regression Suite","Fri Jan 10 18:10:16 GMT 2025","failed","Fri Jan 10 18:10:17 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1475","get folder successfully","Setel Regression Suite","Fri Jan 10 18:10:16 GMT 2025","passed","Fri Jan 10 18:10:18 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1689","verify that update space successfully","Setel Regression Suite","Fri Jan 10 18:10:19 GMT 2025","passed","Fri Jan 10 18:10:21 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","371","verify that delete list successfully","Setel Regression Suite","Fri Jan 10 18:10:16 GMT 2025","failed","Fri Jan 10 18:10:16 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","2492","verify that delete folder successfully","Setel Regression Suite","Fri Jan 10 18:10:14 GMT 2025","passed","Fri Jan 10 18:10:16 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","3097","verify that create space successfully","Setel Regression Suite","Fri Jan 10 18:10:14 GMT 2025","passed","Fri Jan 10 18:10:17 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","932","verify that delete space successfully","Setel Regression Suite","Fri Jan 10 18:10:17 GMT 2025","passed","Fri Jan 10 18:10:18 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","361","verify that get list successfully","Setel Regression Suite","Fri Jan 10 18:10:16 GMT 2025","failed","Fri Jan 10 18:10:16 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","2002","verify that create list successfully","Setel Regression Suite","Fri Jan 10 18:10:14 GMT 2025","failed","Fri Jan 10 18:10:16 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","1316","verify that get space successfully","Setel Regression Suite","Fri Jan 10 18:10:18 GMT 2025","passed","Fri Jan 10 18:10:19 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
