"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","342","verify that get list successfully","Setel Regression Suite","Tue Dec 24 18:09:26 GMT 2024","failed","Tue Dec 24 18:09:27 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1396","get folder successfully","Setel Regression Suite","Tue Dec 24 18:09:27 GMT 2024","passed","Tue Dec 24 18:09:28 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","3149","verify that create space successfully","Setel Regression Suite","Tue Dec 24 18:09:24 GMT 2024","passed","Tue Dec 24 18:09:27 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","2107","verify that create list successfully","Setel Regression Suite","Tue Dec 24 18:09:24 GMT 2024","failed","Tue Dec 24 18:09:26 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","335","verify that update list successfully","Setel Regression Suite","Tue Dec 24 18:09:27 GMT 2024","failed","Tue Dec 24 18:09:27 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","350","verify that delete list successfully","Setel Regression Suite","Tue Dec 24 18:09:26 GMT 2024","failed","Tue Dec 24 18:09:26 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1008","verify that delete space successfully","Setel Regression Suite","Tue Dec 24 18:09:27 GMT 2024","passed","Tue Dec 24 18:09:28 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1539","verify that update space successfully","Setel Regression Suite","Tue Dec 24 18:09:29 GMT 2024","passed","Tue Dec 24 18:09:31 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","2597","verify that delete folder successfully","Setel Regression Suite","Tue Dec 24 18:09:24 GMT 2024","passed","Tue Dec 24 18:09:27 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","1217","verify that get space successfully","Setel Regression Suite","Tue Dec 24 18:09:28 GMT 2024","passed","Tue Dec 24 18:09:29 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
