"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","938","verify that delete space successfully","Setel Regression Suite","Tue Dec 10 18:10:54 GMT 2024","passed","Tue Dec 10 18:10:55 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1687","verify that update space successfully","Setel Regression Suite","Tue Dec 10 18:10:56 GMT 2024","passed","Tue Dec 10 18:10:58 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","317","verify that update list successfully","Setel Regression Suite","Tue Dec 10 18:10:54 GMT 2024","failed","Tue Dec 10 18:10:54 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1954","verify that create list successfully","Setel Regression Suite","Tue Dec 10 18:10:51 GMT 2024","failed","Tue Dec 10 18:10:53 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","355","verify that get list successfully","Setel Regression Suite","Tue Dec 10 18:10:53 GMT 2024","failed","Tue Dec 10 18:10:54 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","2480","verify that delete folder successfully","Setel Regression Suite","Tue Dec 10 18:10:51 GMT 2024","passed","Tue Dec 10 18:10:54 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","387","verify that delete list successfully","Setel Regression Suite","Tue Dec 10 18:10:53 GMT 2024","failed","Tue Dec 10 18:10:53 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","3036","verify that create space successfully","Setel Regression Suite","Tue Dec 10 18:10:51 GMT 2024","passed","Tue Dec 10 18:10:54 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1228","verify that get space successfully","Setel Regression Suite","Tue Dec 10 18:10:55 GMT 2024","passed","Tue Dec 10 18:10:56 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","1464","get folder successfully","Setel Regression Suite","Tue Dec 10 18:10:54 GMT 2024","passed","Tue Dec 10 18:10:55 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
